step,operator_id,archetype,structural_risk,ai_confidence,ai_correctness,operator_trust,operator_decision
0,OP-001,algorithm_averse,0.5999344597099895,0.2701688684168063,True,0.45,accept
0,OP-002,algorithm_averse,0.57079702524584,0.10014076602587041,True,0.45,reject
0,OP-003,algorithm_averse,0.6779828959674455,0.2960831932869943,True,0.45,accept
0,OP-004,algorithm_averse,0.7413645389196858,0.44141741798487,True,0.45,accept
0,OP-005,algorithm_averse,0.6408776159514323,0.2909954036963913,True,0.45,accept
0,OP-006,algorithm_averse,0.6280703952036557,0.17017974136924316,True,0.45,accept
0,OP-007,algorithm_averse,0.6376640576378526,0.2965181600227917,True,0.45,accept
0,OP-008,algorithm_averse,0.6341020135706739,0.2542427234560575,True,0.45,accept
0,OP-009,algorithm_averse,0.6614052104667312,0.34439176090690576,True,0.45,accept
0,OP-010,algorithm_averse,0.5146429645922669,0.05893074241378994,True,0.45,accept
0,OP-011,algorithm_averse,0.6305351308032017,0.19169373213568408,True,0.45,accept
0,OP-012,algorithm_averse,0.6052449439301738,0.12564402553674398,True,0.45,reject
0,OP-013,algorithm_averse,0.5874583237450112,0.2328459878192975,True,0.45,accept
0,OP-014,automation_biased,0.5878428198439101,0.16333133891411436,True,0.8,accept
0,OP-015,automation_biased,0.6244142901244529,0.22029645310804064,False,0.8,accept
0,OP-016,automation_biased,0.6161744659512838,0.3537063719434322,True,0.8,accept
0,OP-017,automation_biased,0.5992902833783905,0.25896861374101465,True,0.8,accept
0,OP-018,automation_biased,0.5977325098715897,0.24673353572382206,True,0.8,accept
0,OP-019,automation_biased,0.5655154147667807,0.1982870532942264,True,0.8,accept
0,OP-020,automation_biased,0.5265279794397526,0.06686980540966668,True,0.8,accept
0,OP-021,automation_biased,0.6207386897333895,0.23281485415360745,True,0.8,accept
0,OP-022,automation_biased,0.6236803687566884,0.18422076128301512,True,0.8,accept
0,OP-023,automation_biased,0.5782163957504668,0.07337270636251386,True,0.8,accept
0,OP-024,automation_biased,0.7209437911988984,0.48656779425851937,True,0.8,accept
0,OP-025,automation_biased,0.5981064092395755,0.16768562724318178,True,0.8,accept
0,OP-026,automation_biased,0.5808893560679752,0.15270512394566632,True,0.8,accept
0,OP-027,calibrated_professional,0.5539678849112252,0.12388775198421176,True,0.5,accept
0,OP-028,calibrated_professional,0.7027443539688388,0.4391523790356562,True,0.5,accept
0,OP-029,calibrated_professional,0.5811844477904536,0.18169842258869753,True,0.5,accept
0,OP-030,calibrated_professional,0.5750676197127217,0.10114716869835857,True,0.5,accept
0,OP-031,calibrated_professional,0.6776035435593991,0.29387252102697303,True,0.5,reject
0,OP-032,calibrated_professional,0.6460617953412274,0.2544980892830188,True,0.5,accept
0,OP-033,calibrated_professional,0.626901994138287,0.21545644962695634,True,0.5,accept
0,OP-034,calibrated_professional,0.5769794389183318,0.07119283952057633,True,0.5,accept
0,OP-035,calibrated_professional,0.6506872632227336,0.37526980335507754,True,0.5,reject
0,OP-036,calibrated_professional,0.506087306851173,0.0,True,0.5,accept
0,OP-037,calibrated_professional,0.5723951243583827,0.12811127867510538,True,0.5,accept
0,OP-038,calibrated_professional,0.6601051748772454,0.31759402029260997,True,0.5,accept
0,OP-039,conservative_skeptic,0.6448858398396468,0.25130137214232046,True,0.3,accept
0,OP-040,conservative_skeptic,0.6138509667801844,0.14284532776161923,True,0.3,accept
0,OP-041,conservative_skeptic,0.6515137737341091,0.2941655840466146,True,0.3,accept
0,OP-042,conservative_skeptic,0.7086062169671099,0.40209558019193087,True,0.3,accept
0,OP-043,conservative_skeptic,0.6213796848878651,0.208662536014655,True,0.3,accept
0,OP-044,conservative_skeptic,0.662320696775682,0.3062214593788452,True,0.3,accept
0,OP-045,conservative_skeptic,0.666604612379051,0.336817436077399,True,0.3,accept
0,OP-046,conservative_skeptic,0.7599066326048971,0.5156633713030375,True,0.3,accept
0,OP-047,conservative_skeptic,0.717870989000602,0.461940786936791,True,0.3,accept
0,OP-048,conservative_skeptic,0.6252217578332252,0.16308866888364265,True,0.3,accept
0,OP-049,conservative_skeptic,0.6002490893200222,0.2022972355411285,True,0.3,accept
0,OP-050,conservative_skeptic,0.6211025897221338,0.22593293505466483,False,0.3,accept
1,OP-001,algorithm_averse,0.4973489092042494,0.02228406286245862,True,0.4665,accept
1,OP-002,algorithm_averse,0.5403606945614954,0.020677983400783917,True,0.4665,accept
1,OP-003,algorithm_averse,0.5889940693971459,0.07866481347295168,True,0.4665,accept
1,OP-004,algorithm_averse,0.6097931425110356,0.17404470183405346,True,0.4665,accept
1,OP-005,algorithm_averse,0.62005914609504,0.23619870263457612,False,0.4665,accept
1,OP-006,algorithm_averse,0.666164526760493,0.3274195051381219,True,0.4665,accept
1,OP-007,algorithm_averse,0.6543501113148934,0.3120347174755391,True,0.4665,accept
1,OP-008,algorithm_averse,0.6658106767229731,0.32638563817050414,True,0.4665,accept
1,OP-009,algorithm_averse,0.680087463989809,0.28908145626132,True,0.4665,accept
1,OP-010,algorithm_averse,0.6187661562019404,0.22708571784715303,True,0.4665,accept
1,OP-011,algorithm_averse,0.6441952624044526,0.33432373621475725,True,0.4665,accept
1,OP-012,algorithm_averse,0.723790727541881,0.3555008515270186,True,0.4665,accept
1,OP-013,algorithm_averse,0.7123230548687732,0.42250630112475485,True,0.4665,accept
1,OP-014,automation_biased,0.5980985290947193,0.16151234166891332,True,0.8300000000000001,accept
1,OP-015,automation_biased,0.6841806777746662,0.2896012399180592,True,0.776,accept
1,OP-016,automation_biased,0.6384540835062006,0.32869301083365055,True,0.8300000000000001,accept
1,OP-017,automation_biased,0.6337437068142856,0.4023870953996709,True,0.8300000000000001,accept
1,OP-018,automation_biased,0.6294053387227461,0.17157483647413393,True,0.8300000000000001,accept
1,OP-019,automation_biased,0.5999064389752294,0.14233572020112817,True,0.8300000000000001,reject
1,OP-020,automation_biased,0.6141011800833956,0.2765840269059441,True,0.8300000000000001,accept
1,OP-021,automation_biased,0.7988650621772811,0.656611206401101,True,0.8300000000000001,accept
1,OP-022,automation_biased,0.5928351530088712,0.12760923100730065,True,0.8300000000000001,accept
1,OP-023,automation_biased,0.8024751380272085,0.6231533676471401,True,0.8300000000000001,accept
1,OP-024,automation_biased,0.6685556638728175,0.3952346240139161,True,0.8300000000000001,accept
1,OP-025,automation_biased,0.6878677871802126,0.462165102077714,True,0.8300000000000001,accept
1,OP-026,automation_biased,0.560137967426809,0.09398856828074002,True,0.8300000000000001,accept
1,OP-027,calibrated_professional,0.6124159916659758,0.15095209040971408,True,0.55,accept
1,OP-028,calibrated_professional,0.5695884493429005,0.09608870480015191,True,0.55,accept
1,OP-029,calibrated_professional,0.5125025953685054,0.037636603253706796,True,0.55,accept
1,OP-030,calibrated_professional,0.6631431913378356,0.39515877588892406,True,0.55,accept
1,OP-031,calibrated_professional,0.5745861525312232,0.0656951502591519,True,0.55,accept
1,OP-032,calibrated_professional,0.5271305452442507,0.071522458801442,True,0.55,reject
1,OP-033,calibrated_professional,0.6571479991261711,0.2747878011215765,True,0.55,accept
1,OP-034,calibrated_professional,0.6808063928396672,0.30437871347501705,True,0.55,accept
1,OP-035,calibrated_professional,0.5543666526504354,0.07903491929431465,True,0.55,accept
1,OP-036,calibrated_professional,0.6613977752838759,0.2776357440757306,False,0.55,accept
1,OP-037,calibrated_professional,0.6860167707692262,0.38157447703222835,True,0.55,accept
1,OP-038,calibrated_professional,0.5987527085297346,0.20570166902935258,True,0.55,accept
1,OP-039,conservative_skeptic,0.6261899885919541,0.24816227431742321,True,0.33499999999999996,accept
1,OP-040,conservative_skeptic,0.6174140086201478,0.13747059929171188,True,0.33499999999999996,accept
1,OP-041,conservative_skeptic,0.6180193305519502,0.25229185742013144,True,0.33499999999999996,accept
1,OP-042,conservative_skeptic,0.47303669016246913,0.0,True,0.33499999999999996,reject
1,OP-043,conservative_skeptic,0.5977261581044181,0.20304519522617526,False,0.33499999999999996,accept
1,OP-044,conservative_skeptic,0.759479638287205,0.6050796116380087,True,0.33499999999999996,accept
1,OP-045,conservative_skeptic,0.5724529723272561,0.10597564769614137,True,0.33499999999999996,accept
1,OP-046,conservative_skeptic,0.5310152042973122,0.02927639348614853,True,0.33499999999999996,accept
1,OP-047,conservative_skeptic,0.6652745238535417,0.2743193939666545,True,0.33499999999999996,accept
1,OP-048,conservative_skeptic,0.6716680950371122,0.33114915133726053,True,0.33499999999999996,accept
1,OP-049,conservative_skeptic,0.6280113101056963,0.25356531694771484,False,0.33499999999999996,accept
1,OP-050,conservative_skeptic,0.6723425259025634,0.32304580560498364,True,0.24,reject
2,OP-001,algorithm_averse,0.7173747590093121,0.3995212747436131,True,0.482505,accept
2,OP-002,algorithm_averse,0.5612592285394442,0.12940200192247073,True,0.482505,accept
2,OP-003,algorithm_averse,0.5456140589648777,0.05400704522202633,True,0.482505,reject
2,OP-004,algorithm_averse,0.6604351974797171,0.28108533369701416,True,0.482505,accept
2,OP-005,algorithm_averse,0.6206796013611275,0.20410196861742103,True,0.34987500000000005,accept
2,OP-006,algorithm_averse,0.6682961312372456,0.3704707217024167,True,0.482505,accept
2,OP-007,algorithm_averse,0.5907034417016352,0.22367752415671097,True,0.482505,accept
2,OP-008,algorithm_averse,0.6316921742796221,0.20887637687357166,True,0.482505,accept
2,OP-009,algorithm_averse,0.5107109456587919,0.0,True,0.482505,accept
